"session","created","modified","ended","expired","time","time_since","alvas_1","alvas_2","sad","calm","afraid","unrested","enthusiastic","angry","worried","subc_psycho","cheerfull","irritated","active","event_pleasantness","homeo_ehes","homeo_vagy","homeo_mennyittudna","homeo_telitettseg","eating1","eating2","eating3","eating4","alcohol1","smoke1","coffee1","ple_iranyitas","ple_furcsa","ple_gondolat","ple_gyanakvas","ple_banasmod","ple_latashallas","ple_gondolatiranyitas","ple_ismerosisfura","time_starting_point","time_since_starting_point","cogtasks_decide"
"7wuwvagqfnlWn6qpT2J0v1a6CZ1x5ESr9_criuXieDAjoBWVPEePYTLO1c4OTdIa","2021-03-06 22:24:25","2021-03-06 22:26:03","2021-03-06 22:26:03","","1","1","8","8","2","5","1","2","4","1","3","1","4","2","3","6","1","1","1","3","4","2","3","2","","","","1","1","1","1","1","1","1","1","","",""
"7wuwvagqfnlWn6qpT2J0v1a6CZ1x5ESr9_criuXieDAjoBWVPEePYTLO1c4OTdIa","2021-03-07 12:15:03","2021-03-07 12:18:41","2021-03-07 12:18:41","","1","1","7","5","1","3","1","3","2","1","3","1","3","2","4","4","2","2","2","2","2","2","3","2","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-07 12:39:28","2021-03-07 12:42:21","","2021-03-07 13:29:37","","","6","8","2","5","1","2","3","2","4","1","3","1","6","4","2","2","2","2","2","2","2","1","","","","","","","","","","","","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-07 15:25:00","2021-03-07 15:30:10","","2021-03-07 16:15:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-07 18:32:46","2021-03-07 18:35:04","","2021-03-07 19:32:51","","","7","8","1","4","1","1","5","1","3","1","4","1","6","5","","","","","","","","","","","","","","","","","","","","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-07 20:16:02","2021-03-07 20:16:44","","2021-03-07 20:59:45","","","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-07 21:02:08","2021-03-07 21:02:45","2021-03-07 21:02:46","","","","1","8","2","2","5","5","6","2","2","4","2","5","5","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","",""
"ghlX-HJ5tB4pbu4REkBbaKuthEhIpBWjBVcSd0MQ3JjkT3f-jXopg5HJXfbdXaVI","2021-03-08 08:35:13","2021-03-08 08:37:58","2021-03-08 08:37:58","","3","1","6","4","4","2","4","3","3","5","3","4","4","3","5","4","4","2","4","2","2","4","4","3","","","","5","2","4","5","3","3","3","6","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-08 19:13:09","","","2021-03-08 20:14:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-08 22:07:03","2021-03-08 22:09:31","2021-03-08 22:09:31","","1","1","7","8","1","5","1","1","2","1","2","2","4","3","6","5","2","1","2","3","2","3","4","2","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-09 10:20:34","2021-03-09 10:22:10","2021-03-09 10:22:10","","1","1","8","10","2","5","1","2","5","2","4","1","4","3","6","4","4","5","5","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-09 14:21:40","2021-03-09 14:22:48","2021-03-09 14:22:48","","0","0","","","1","4","1","2","4","1","2","2","4","2","6","5","4","4","5","1","1","1","2","3","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-09 22:05:49","2021-03-09 22:08:32","2021-03-09 22:08:32","","0","0","","","1","4","1","1","1","1","2","1","5","1","4","5","2","1","1","3","1","2","4","3","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-10 16:24:34","2021-03-10 16:26:18","2021-03-10 16:26:19","","1","1","8","6","1","5","1","1","5","1","1","1","6","1","5","7","1","2","2","4","3","1","4","2","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-10 20:08:40","2021-03-10 20:11:35","2021-03-10 20:11:35","","0","0","","","1","5","1","1","5","1","2","2","6","1","5","7","1","1","1","5","4","2","3","2","","","","1","1","1","1","1","1","1","1","","",""
"K5w_ZbOIyQc4wpemx4TV0Nh5D3d5XmMHPHQw8ZEu8gQQ4FFJ5yU4JoduFBUuFTCo","2021-03-11 10:18:12","2021-03-11 10:19:56","2021-03-11 10:19:56","","1","1","8","10","2","4","1","3","2","3","5","1","2","2","6","1","1","1","1","5","2","1","4","1","","","","1","1","1","1","1","1","1","1","","",""
"","2021-03-16 21:24:50","2021-03-16 21:25:04","","","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","",""
"","2021-03-17 14:50:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 08:10:50","2021-03-23 08:14:17","","2021-03-23 08:19:48","","","8","8","1","3","1","2","5","2","4","4","3","4","6","1","1","1","2","3","1","2","3","2","","","","","","","","","","","","","",""
"","2021-03-23 08:14:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 08:19:58","2021-03-23 08:28:18","","2021-03-23 08:29:48","","","588","10","2","4","5","5","2","3","4","5","3","2","5","3","4","2","2","4","1","3","2","3","86","85","4","","","","","","","","","","",""
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 08:20:53","2021-03-23 08:28:03","2021-03-23 08:28:03","","","","7","7","6","1","3","6","3","6","6","6","1","6","6","1","4","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 08:30:03","2021-03-23 08:32:26","2021-03-23 08:32:26","","","","4","8","5","2","1","5","3","4","3","5","3","5","4","3","2","4","4","2","4","2","4","2","58","0","46","5","5","2","5","3","2","5","2","1","1","1"
"zFINJeOsgmzXvaLfezoH7QFe3_CybDl18KxI4ifxla2vwG0uvcbVPBJuMiujDN51","2021-03-23 08:36:32","2021-03-23 08:38:19","2021-03-23 08:38:19","","","","8","8","5","2","3","4","5","3","2","2","2","6","5","6","4","4","4","1","1","1","1","1","0","0","0","3","5","2","5","2","3","6","5","0","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 10:13:13","2021-03-23 10:14:59","2021-03-23 10:14:59","","0","0","","","2","3","2","3","5","1","4","2","3","3","6","4","4","3","1","2","3","2","2","4","0","","0","2","6","2","5","5","2","2","6","1","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 10:18:58","2021-03-23 10:21:11","2021-03-23 10:21:11","","0","0","","","6","1","3","6","1","6","6","6","1","6","6","1","1","1","2","2","1","2","1","1","0","","1","7","1","1","7","7","1","1","1","1","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 12:11:17","2021-03-23 12:15:52","2021-03-23 12:15:52","","0","0","","","1","4","1","4","4","4","4","4","4","4","6","4","5","2","2","1","1","1","1","1","0","","0","1","1","1","2","4","1","1","1","1","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 12:29:33","2021-03-23 12:30:55","2021-03-23 12:30:55","","0","0","","","1","5","1","1","3","3","4","2","3","4","3","4","4","4","2","2","2","3","4","2","85","","45","6","6","3","4","3","5","4","4","1","1","2"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 16:07:36","","","2021-03-23 16:43:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"zFINJeOsgmzXvaLfezoH7QFe3_CybDl18KxI4ifxla2vwG0uvcbVPBJuMiujDN51","2021-03-23 16:08:51","2021-03-23 16:10:03","2021-03-23 16:10:03","","0","0","","","2","5","2","2","4","5","4","5","2","2","4","2","3","4","2","4","1","3","2","2","0","","0","2","5","3","5","2","5","2","5","1","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 16:33:57","2021-03-23 16:36:30","2021-03-23 16:36:30","","0","0","","","2","4","1","6","4","5","3","6","1","4","6","2","3","2","2","1","1","3","3","1","0","","0","1","1","1","7","4","1","1","1","1","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-23 18:22:56","2021-03-23 18:23:07","","2021-03-23 19:14:00","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 18:23:47","2021-03-23 18:54:37","","2021-03-23 19:15:00","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-23 22:09:10","2021-03-23 22:14:14","2021-03-23 22:14:14","","0","0","","","4","3","1","3","3","5","6","5","1","2","5","1","2","4","3","4","2","1","2","3","0","","0","1","1","1","5","6","1","1","1","1","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-24 08:09:04","2021-03-24 08:12:20","2021-03-24 08:12:20","","0","0","","","1","2","2","4","1","4","5","5","1","1","5","5","4","4","4","1","1","1","1","1","0","","0","1","1","1","5","3","1","1","1","2","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-24 08:14:31","2021-03-24 08:20:19","2021-03-24 08:20:19","","1","1","7","8","1","5","1","2","3","1","3","1","3","1","4","4","1","1","1","4","3","3","3","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-24 12:00:42","2021-03-24 12:02:50","2021-03-24 12:02:50","","0","0","","","2","3","2","1","4","3","5","1","2","2","5","3","3","5","4","1","1","1","1","1","0","","0","3","2","1","2","1","1","1","1","2","1","2"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-24 12:35:56","2021-03-24 12:41:03","2021-03-24 12:41:03","","0","0","","","1","3","1","2","1","2","2","4","2","1","5","3","2","2","2","1","1","1","2","1","0","","1","1","1","1","2","2","1","1","1","2","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-24 16:31:48","2021-03-24 16:31:50","","2021-03-24 17:26:13","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-24 16:37:56","2021-03-24 16:39:23","2021-03-24 16:39:23","","0","0","","","3","5","1","2","3","2","2","3","2","1","5","4","1","1","1","5","4","1","4","1","0","","1","1","1","1","2","1","1","1","1","2","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-24 18:31:42","2021-03-24 18:33:05","2021-03-24 18:33:05","","0","0","","","1","1","1","3","1","2","5","5","1","2","5","3","1","1","1","1","1","1","1","1","0","","0","1","1","1","3","4","1","1","1","2","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-24 20:00:39","2021-03-24 20:02:19","2021-03-24 20:02:19","","0","0","","","3","4","1","2","1","4","4","1","1","2","2","2","1","1","1","5","3","4","3","1","0","","0","3","4","1","2","3","1","1","2","2","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-24 22:02:13","2021-03-24 22:02:15","","2021-03-24 22:53:23","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-25 08:29:44","2021-03-25 08:36:10","2021-03-25 08:36:10","","1","1","7","5","1","5","1","1","4","1","1","1","3","1","4","5","2","2","2","3","1","3","1","1","0","","1","1","1","1","1","1","1","1","1","3","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-25 08:29:56","2021-03-25 08:32:39","2021-03-25 08:32:39","","1","1","7","9","2","5","1","1","3","1","1","2","3","1","4","6","3","3","2","1","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-25 10:04:29","2021-03-25 10:05:31","2021-03-25 10:05:31","","0","0","","","5","2","5","5","2","2","5","5","2","5","2","5","1","4","2","4","4","4","1","2","0","","0","6","2","3","2","6","6","5","3","3","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-25 10:27:21","2021-03-25 10:30:09","2021-03-25 10:30:09","","0","0","","","4","1","1","3","4","6","3","4","1","6","6","2","1","1","1","5","1","5","2","1","0","","0","2","1","1","2","1","1","1","1","3","1","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-25 14:18:08","2021-03-25 14:19:45","2021-03-25 14:19:45","","0","0","","","1","5","1","1","3","1","1","2","4","1","5","4","1","1","2","4","1","1","1","1","0","","1","1","1","1","2","1","1","1","1","3","1","1"
"zFINJeOsgmzXvaLfezoH7QFe3_CybDl18KxI4ifxla2vwG0uvcbVPBJuMiujDN51","2021-03-25 14:24:07","2021-03-25 14:25:11","2021-03-25 14:25:11","","2","1","7","5","2","6","3","5","5","2","2","3","4","5","3","6","4","2","3","2","4","2","4","2","0","","1","5","6","3","6","2","2","6","3","3","1","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-26 08:19:15","2021-03-26 08:21:26","2021-03-26 08:21:26","","1","1","6","3","2","4","4","2","3","1","5","1","2","1","4","4","2","1","2","3","1","3","1","1","0","","0","4","1","1","1","1","1","1","1","4","0","1"
"zFINJeOsgmzXvaLfezoH7QFe3_CybDl18KxI4ifxla2vwG0uvcbVPBJuMiujDN51","2021-03-26 14:19:54","2021-03-26 14:21:00","2021-03-26 14:21:00","","1","1","7","4","2","5","2","4","3","4","3","4","4","3","4","5","2","3","5","3","2","3","2","3","0","","0","2","6","2","5","4","6","3","6","4","0","1"
"I7X8ha7jxXbROaGJzxhzMgamlTxh67tqlk5xt9aodXxK-vpHZg15OyMxP-lY0WSW","2021-03-26 22:04:24","2021-03-26 22:06:36","2021-03-26 22:06:36","","1","1","7","9","1","3","1","2","4","2","2","2","2","1","2","6","1","1","1","5","3","5","3","4","0","","0","1","1","1","1","1","1","1","1","4","0","1"
"3ISpJlTUTMxNP-TF7bcIjbOjFT-O1sFAKH03nrMaK1CLR4rTDljxkc0o5mwPN9LI","2021-03-26 22:13:23","2021-03-26 22:17:33","2021-03-26 22:17:33","","1","1","8","8","2","2","1","1","5","1","3","1","5","1","4","7","1","1","2","4","1","3","1","4","1","","0","1","3","1","1","2","1","1","1","4","0","1"
